ID	AccINSDC	Name	Assembly	BioSample	BioProject	Date	TaxId	Lineage	SuperKingdom	Phylum	Class	Order	Family	Genus	Species	Size	MolecularType	AnnotDate	Topology	MOB_60	MPF	PFinder_60	PTU	HRange
NZ_CP016927.1	CP016927.1	unnamed1_2	GCF_001709295.1	SAMN04448241	PRJNA296771	2016-08-23	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	72093	Plasmid	23-FEB-2020	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP009330.1	CP009330.1	1	GCF_000832465.1	SAMN03010428	PRJNA238080	2015-02-05	1392	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus cereus group;Bacillus anthracis	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	181460	Plasmid	10-FEB-2020	circular	-	-	-	PTU-Bac37	II
NZ_CP024258.1	CP024258.1	unnamed1	GCF_002741315.1	SAMN07656209	PRJNA218110	2017-11-02	2048780	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O25:H16	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	96607	Plasmid	21-DEC-2019	circular	MOBF	typeF	IncFIB(AP001918);IncFII(pCoo)	PTU-FE	III
NZ_CP026794.1	CP026794.1	unnamed	GCF_002950255.1	SAMN08330276	PRJNA218110	2018-02-23	623	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella flexneri	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella flexneri	251323	Plasmid	04-JAN-2020	linear	-	-	IncFII	PTU-FSh	III
NZ_CP018714.1	CP018714.1	pKp_Goe_021-1	GCF_001908675.1	SAMN05412803	PRJNA329409	2016-12-19	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	246756	Plasmid	23-FEB-2020	circular	MOBH	-	IncFIB(Mar);IncHI1B	PTU-HI1B	III
NZ_CP018716.1	CP018716.1	pKp_Goe_021-2	GCF_001908675.1	SAMN05412803	PRJNA329409	2016-12-19	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	96074	Plasmid	23-FEB-2020	circular	MOBH	-	IncA/C2	PTU-C	V
NZ_CP018717.1	CP018717.1	pKp_Goe_021-3	GCF_001908675.1	SAMN05412803	PRJNA329409	2016-12-19	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	63589	Plasmid	23-FEB-2020	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP034282.1	CP034282.1	p72_FIBkpn	GCF_003934185.1	SAMN10503922	PRJNA488070	2018-12-11	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	193222	Plasmid	03-MAR-2020	circular	MOBF	-	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP034283.1	CP034283.1	p72_LM_OXA48	GCF_003934185.1	SAMN10503922	PRJNA488070	2018-12-11	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	63589	Plasmid	03-MAR-2020	circular	MOBP	typeI	IncL/M(pOXA-48)	PTU-LM	IV
NZ_CP034284.1	CP034284.1	p72_OXA181_X3	GCF_003934185.1	SAMN10503922	PRJNA488070	2018-12-11	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	51479	Plasmid	03-MAR-2020	circular	MOBP	typeT	ColKP3;IncX3	PTU-X3	IV
NZ_CP026281.1	CP026281.1	pKOR-01e8	GCF_002906415.1	SAMN03456001	PRJNA430813	2018-01-30	571	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella oxytoca	198115	Plasmid	10-JAN-2020	circular	MOBH	typeF	IncA/C2	PTU-C	V
NZ_CP033697.1	CP033697.1	unnamed1	GCF_003798225.1	SAMN10228581	PRJNA231221	2018-11-20	632	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia pestis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	70300	Plasmid	03-APR-2020	circular	-	-	IncFII(Y)	PTU-E2	II
NZ_CP033700.1	CP033700.1	unnamed3	GCF_003798225.1	SAMN10228581	PRJNA231221	2018-11-20	632	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia pseudotuberculosis complex;Yersinia pestis	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	Yersinia pestis	132950	Plasmid	03-APR-2020	linear	-	-	IncFIB(pHCM2)	PTU-FY	I
NZ_CP010404.1	CP010404.1	pGR2B	GCF_001296985.1	SAMN03267304	PRJNA270571	2015-09-22	46170	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	2473	Plasmid	11-FEB-2020	circular	-	-	rep10	PTU-Bac20	V
NZ_CP047116.1	CP047116.1	plas4.1.1	GCF_009806735.1	SAMN13509270	PRJNA594253	2019-12-28	59201	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	190174	Plasmid	16-JAN-2020	circular	-	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP022688.1	CP022688.1	p0157	GCF_002249955.1	SAMN03256350	PRJNA218110	2017-08-14	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	92032	Plasmid	21-DEC-2019	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP030212.1	CP030212.1	pSA20051528.1	GCF_003325155.1	SAMN06045069	PRJNA354244	2018-07-17	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	4081	Plasmid	24-FEB-2020	circular	-	-	ColRNAI	PTU-E1	III
NZ_CP024975.1	CP024975.1	pCV839-15-p1	GCF_002803805.1	SAMN08040561	PRJNA419025	2017-12-05	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	86835	Plasmid	09-JAN-2020	circular	MOBF	typeF	IncFII(29)	PTU-FE	III
NZ_CP024976.1	CP024976.1	pCV839-15-p2	GCF_002803805.1	SAMN08040561	PRJNA419025	2017-12-05	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	195578	Plasmid	09-JAN-2020	circular	MOBP	typeF;typeI	IncFIB(AP001918);IncFII(pHN7A8);IncI1	PTU-I1	III
NZ_CP024468.1	CP024468.1	pBU53M1	GCF_002741615.1	SAMN07702429	PRJNA218110	2017-11-02	622	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella dysenteriae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	115922	Plasmid	03-JAN-2020	circular	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP024467.1	CP024467.1	unnamed1	GCF_002741615.1	SAMN07702429	PRJNA218110	2017-11-02	622	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella dysenteriae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	54993	Plasmid	03-JAN-2020	circular	MOBP	typeT	IncX1	PTU-X1	IV
NZ_CP024469.1	CP024469.1	unnamed3	GCF_002741615.1	SAMN07702429	PRJNA218110	2017-11-02	622	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Shigella;Shigella dysenteriae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Shigella	Shigella dysenteriae	184894	Plasmid	03-JAN-2020	circular	-	-	IncFII;IncFII	PTU-FSh	III
NZ_CP040027.1	CP040027.1	pCol4401-L132	GCF_011129215.1	SAMN11246291	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	4938	Plasmid	15-MAR-2020	circular	-	-	Col440I;Col440II	PTU-E3	VI
NZ_CP040024.1	CP040024.1	pIncC-L132	GCF_011129215.1	SAMN11246291	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	155920	Plasmid	15-MAR-2020	circular	MOBH	typeF;typeT	IncA/C2	PTU-C	V
NZ_CP040026.1	CP040026.1	pIncFI-L132	GCF_011129215.1	SAMN11246291	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	109938	Plasmid	15-MAR-2020	circular	-	-	IncFIB(pKPHS1)	PTU-E15	II
NZ_CP040025.1	CP040025.1	pKpn3-L132	GCF_011129215.1	SAMN11246291	PRJNA528846	2020-03-10	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	150325	Plasmid	15-MAR-2020	circular	MOBF	-	IncFIB(K);IncFII(K)	PTU-FK	III
NZ_CP014359.1	CP014359.1	pYU15_94	GCF_001576255.1	SAMN03795199	PRJNA288151	2016-02-26	90371	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica;Salmonella enterica subsp. enterica;Salmonella enterica subsp. enterica serovar Typhimurium	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	94075	Plasmid	12-FEB-2020	circular	-	-	IncFIB(S);IncFII(S)	PTU-FS	I
NZ_CP022917.1	CP022917.1	pJYC04A	GCF_003597695.1	SAMN07421006	PRJNA396106	2018-09-26	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	246577	Plasmid	27-FEB-2020	circular	MOBF	-	IncFIB(K);IncFIB(pQil);IncFII(K)	PTU-FK	III
NZ_CP022918.1	CP022918.1	pJYC04B	GCF_003597695.1	SAMN07421006	PRJNA396106	2018-09-26	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	9068	Plasmid	27-FEB-2020	linear	MOBC	-	ColRNAI	PTU-E4	III
NZ_CP027424.1	CP027424.1	unnamed5	GCF_002984565.1	SAMN06173347	PRJNA231221	2018-03-09	29382	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus cohnii	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus cohnii	2473	Plasmid	10-OCT-2019	circular	-	-	rep10	PTU-Bac20	V
NZ_CP028673.1	CP028673.1	pTA116	GCF_005221865.1	SAMN08773028	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	93184	Plasmid	08-MAY-2019	circular	-	-	IncFIA;IncFIB(AP001918);IncFII	PTU-E5	I
NZ_CP028672.1	CP028672.1	pTA116-2	GCF_005221865.1	SAMN08773028	PRJNA445267	2019-05-07	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	6078	Plasmid	08-MAY-2019	circular	MOBP	-	Col440I	PTU-E1	III
NC_020983.1	HE603221.1	pL2b795	GCF_000318985.1	SAMEA2272281	PRJEA71115	2012-03-13	1071777	root;cellular organisms;Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis;Chlamydia trachomatis L2b/795	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	7500	Plasmid	17-FEB-2020	circular	-	-	-	PTU-Cla2	II
NZ_CP025868.1	CP025868.1	p504211_100	GCF_003956425.1	SAMN08161312	PRJNA421191	2018-12-19	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	100473	Plasmid	04-MAR-2020	circular	-	-	-	PTU-E16	III
NZ_CP034324.1	CP034324.1	pKSH203-KPC	GCF_003940845.1	SAMN10522947	PRJNA508455	2018-12-12	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	159467	Plasmid	03-MAR-2020	circular	-	-	IncFII(pHN7A8);IncR	PTU-E84	I
NZ_CP034323.1	CP034323.1	pKSH203-NDM	GCF_003940845.1	SAMN10522947	PRJNA508455	2018-12-12	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	53144	Plasmid	03-MAR-2020	circular	MOBP	typeT	IncX3	PTU-X3	IV
NZ_CP030186.1	CP030186.1	pSA20094620.1	GCF_003325055.1	SAMN06045172	PRJNA354244	2018-07-17	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	298919	Plasmid	14-JUN-2019	circular	MOBH	-	IncHI2;IncHI2A	PTU-HI2	IV
NZ_CP030188.1	CP030188.1	pSA20094620.3	GCF_003325055.1	SAMN06045172	PRJNA354244	2018-07-17	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	93719	Plasmid	14-JUN-2019	circular	-	-	IncY	PTU-Y	III
NZ_CP030189.1	CP030189.1	pSA20094620.4	GCF_003325055.1	SAMN06045172	PRJNA354244	2018-07-17	28901	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Salmonella;Salmonella enterica	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	5350	Plasmid	14-JUN-2019	circular	MOBQ	-	Col8282	PTU-E10	III
NZ_CP051695.1	CP051695.1	pSCU-313-1	GCF_012934715.1	SAMN14609793	PRJNA624897	2020-04-30	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	105394	Plasmid	02-MAY-2020	circular	-	-	IncFIA;IncFIB(AP001918)	PTU-FE	III
NZ_CP051696.1	CP051696.1	pSCU-313-2	GCF_012934715.1	SAMN14609793	PRJNA624897	2020-04-30	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	67142	Plasmid	02-MAY-2020	circular	-	-	IncFII	PTU-FE	III
NZ_CP051697.1	CP051697.1	pSCU-313-3	GCF_012934715.1	SAMN14609793	PRJNA624897	2020-04-30	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	4067	Plasmid	02-MAY-2020	linear	MOBQ	-	Col8282	PTU-E10	III
NZ_CP031818.1	CP031818.1	unnamed1	GCF_003590665.1	SAMEA3357198	PRJNA486877	2018-09-24	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	430829	Plasmid	27-FEB-2020	circular	MOBH	-	Col440I;IncFIB(Mar)	PTU-HI1B	III
NZ_CP015818.1	CP015818.1	unnamed	GCF_002140115.1	SAMN04995068	PRJNA321478	2017-05-16	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	35415	Plasmid	20-DEC-2019	circular	-	-	rep16;rep5	PTU-Bac18	II
NC_023057.1	CP006946.1	unnamed	GCF_000507225.1	SAMN02641532	PRJNA230246	2013-12-13	1431547	root;cellular organisms;Bacteria;PVC group;Chlamydiae;Chlamydiia;Chlamydiales;Chlamydiaceae;Chlamydia/Chlamydophila group;Chlamydia;Chlamydia trachomatis;Chlamydia trachomatis C/TW-3	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia trachomatis	7501	Plasmid	10-FEB-2020	circular	-	-	-	PTU-Cla2	II
NZ_CP031322.1	CP031322.1	pEsST2350_SE_NDM	GCF_003355175.1	SAMN09729056	PRJNA482002	2018-08-05	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	75645	Plasmid	24-FEB-2020	circular	MOBP	typeI	IncL/M	PTU-LM	IV
NZ_CP034322.1	CP034322.1	pK033_1	GCF_011065365.1	SAMN10390469	PRJNA503964	2020-03-05	573	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	150094	Plasmid	07-MAR-2020	circular	MOBF	-	IncFII(K);IncR	PTU-E82	IV
NC_017332.1	FN433598.1	pTW20_2	GCF_000027045.1	SAMEA2272282	PRJEA36647	2009-11-25	663951	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus;Staphylococcus aureus subsp. aureus;Staphylococcus aureus subsp. aureus TW20	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	3011	Plasmid	13-FEB-2020	circular	-	-	rep21	PTU-Bac16	III
NZ_CP023816.1	CP023816.1	pEcIMT16316	GCF_002587005.1	SAMN07765387	PRJNA413755	2017-10-18	562	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	145883	Plasmid	21-DEC-2019	circular	-	-	IncFIA;IncFIB(AP001918);IncFII(pAMA1167-NDM-5);IncQ1	PTU-FE	III
NZ_CP027395.1	CP027395.1	unnamed1	GCF_002983645.1	SAMN06173362	PRJNA231221	2018-03-09	1038927	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O104:H4	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	117229	Plasmid	19-OCT-2019	linear	MOBP	typeI	IncI1	PTU-I1	III
NZ_CP014366.1	CP014366.1	pUSA01-1-SUR2	GCF_003595385.1	SAMN04497596	PRJNA312385	2017-02-16	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	3125	Plasmid	12-FEB-2020	circular	-	-	repUS13	PTU-Bac16	III
NZ_CP014367.1	CP014367.1	pUSA04-1-SUR2	GCF_003595385.1	SAMN04497596	PRJNA312385	2017-02-16	1280	root;cellular organisms;Bacteria;Terrabacteria group;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus aureus	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	27068	Plasmid	12-FEB-2020	circular	-	-	rep16;rep19	PTU-Bac17	I
NZ_CP012803.1	CP012803.1	pO157-WS4202	GCF_001307215.1	SAMN04103124	PRJNA296759	2015-10-06	83334	root;cellular organisms;Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Escherichia;Escherichia coli;Escherichia coli O157:H7	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	92739	Plasmid	11-FEB-2020	circular	-	-	IncFIB(AP001918);IncFII	PTU-E5	I
