ID	PTU	mobility	oriT Family	oriT	oriT_start	oriT_end	oriT_strand	MOB	MOB_start	MOB_end	MOB_strand	Leading Region
NZ_CP025236.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	122526	122896	1	MOBH	46114	49086	1	From 122526 in upstream direction.
NZ_CP025240.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	1	322	1	MOBH	46409	49381	1	From 1 in upstream direction.
NZ_CP025242.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	98030	98400	1	MOBH	46114	49086	1	From 98030 in upstream direction.
NZ_CP025245.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	111444	111814	1	MOBH	46114	49086	1	From 111444 in upstream direction.
NZ_CP025275.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	82270	81873	-1	MOBH	32047	35019	-1	From 82270 in downstream direction.
NZ_CP025470.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	52279	52676	1	NA	NA	NA	NA	From  52279  in upstream direction.
NZ_CP026207.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	3166	3563	1	MOBH	72148	75126	1	From 3166 in upstream direction.
NZ_CP026225.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	10234	10631	1	MOBH	65057	68035	1	From 10234 in upstream direction.
NZ_CP026233.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	88695	88298	-1	MOBH	26738	29716	-1	From 88695 in downstream direction.
NZ_CP026281.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	783	1180	1	MOBH	61766	64744	1	From 783 in upstream direction.
NZ_CP026405.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	21684	21287	-1	MOBH	141876	144854	-1	From 21684 in downstream direction.
NZ_CP027038.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	19237	18840	-1	MOBH	100742	103720	-1	From 19237 in downstream direction.
NZ_CP027043.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	99861	100258	1	MOBH	15378	18356	1	From 99861 in upstream direction.
NZ_CP027055.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	19241	18844	-1	MOBH	100746	103724	-1	From 19241 in downstream direction.
NZ_CP027679.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	19988	19591	-1	MOBH	140250	143222	-1	From 19988 in downstream direction.
NZ_CP027695.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	42107	42504	1	MOBH	121171	124149	1	From 42107 in upstream direction.
NZ_CP028170.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	63587	63984	1	MOBH	108782	111754	1	From 63587 in upstream direction.
NZ_CP028316.1	PTU-C	MOB-Mobilizable	pVCR94deltaX	pVCR94deltaX	51976	51579	-1	MOBH	172594	175566	-1	From 51976 in downstream direction.
NZ_CP028814.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	31322	30925	-1	MOBH	114131	117109	-1	From 31322 in downstream direction.
NZ_CP028996.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	147355	147752	1	MOBH	50127	53105	1	From 147355 in upstream direction.
NZ_CP029118.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	54087	53690	-1	MOBH	4640	7612	-1	From 54087 in downstream direction.
NZ_CP029123.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	86262	85865	-1	NA	NA	NA	NA	From  86262  in downstream direction.
NZ_CP029249.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	94945	94548	-1	MOBH	10315	13287	1	From 94548 in upstream direction.
NZ_CP029718.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	56793	56396	-1	MOBH	9964	12936	-1	From 56793 in downstream direction.
NZ_CP029737.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	130913	130516	-1	MOBH	80128	83100	-1	From 130913 in downstream direction.
NZ_CP029743.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	48777	49174	1	MOBH	97968	100940	1	From 48777 in upstream direction.
NZ_CP029802.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	88529	88132	-1	NA	NA	NA	NA	From  88529  in downstream direction.
NZ_CP030077.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	169742	170139	1	MOBH	78976	81954	1	From 169742 in upstream direction.
NZ_CP030215.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	151098	151495	1	MOBH	45271	48243	1	From 151098 in upstream direction.
NZ_CP031106.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	109818	109421	-1	MOBH	59900	62878	-1	From 109818 in downstream direction.
NZ_CP031122.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	163779	164176	1	MOBH	122807	125785	-1	From 164176 in downstream direction.
NZ_CP031297.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	187017	187414	1	MOBH	42644	45616	1	From 187017 in upstream direction.
NZ_CP031362.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	23899	24296	1	MOBH	85368	88340	1	From 23899 in upstream direction.
NZ_CP031512.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	112570	112967	1	MOBH	12226	15204	1	From 112570 in upstream direction.
NZ_CP031549.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	155533	155930	1	MOBH	19565	22537	1	From 155533 in upstream direction.
NZ_CP031564.1	PTU-C	MOB-Mobilizable	pVCR94deltaX	pVCR94deltaX	31947	32344	1	MOBH	80209	83181	1	From 31947 in upstream direction.
NZ_CP031570.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	157711	158108	1	MOBH	42594	45566	1	From 157711 in upstream direction.
NZ_CP031573.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	162421	162818	1	MOBH	42181	45153	1	From 162421 in upstream direction.
NZ_CP031576.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	159052	159449	1	MOBH	42601	45573	1	From 159052 in upstream direction.
NZ_CP031584.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	162825	163222	1	MOBH	42597	45569	1	From 162825 in upstream direction.
NZ_CP031610.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	159035	159432	1	MOBH	42595	45567	1	From 159035 in upstream direction.
NZ_CP031802.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	127025	127422	1	MOBH	75992	78970	1	From 127025 in upstream direction.
NZ_CP032168.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	141567	141964	1	MOBH	26437	29409	1	From 141567 in upstream direction.
NZ_CP032192.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	91856	92253	1	MOBH	137026	139998	1	From 91856 in upstream direction.
NZ_CP032238.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	161150	161547	1	MOBH	47617	50589	1	From 161150 in upstream direction.
NZ_CP032380.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	19845	20242	1	MOBH	90091	93063	-1	From 20242 in downstream direction.
NZ_CP032385.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	90952	90555	-1	MOBH	41662	44634	-1	From 90952 in downstream direction.
NZ_CP032391.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	112527	112924	1	MOBH	12835	15807	1	From 112527 in upstream direction.
NZ_CP032395.1	PTU-C	MOB-Mobilizable	pVCR94deltaX	pVCR94deltaX	18798	18401	-1	MOBH	119906	122878	1	From 18401 in upstream direction.
NZ_CP032448.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	2105	1708	-1	NA	NA	NA	NA	From  2105  in downstream direction.
NZ_CP032491.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	147494	147891	1	MOBH	29749	32721	1	From 147494 in upstream direction.
NZ_CP032496.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	89394	89791	1	MOBH	45271	48243	1	From 89394 in upstream direction.
NZ_CP033514.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	97040	97437	1	MOBH	11982	14960	1	From 97040 in upstream direction.
NZ_CP034397.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	47716	48113	1	MOBH	91621	93642	1	From 47716 in upstream direction.
NZ_CP034402.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	42148	41751	-1	MOBH	87657	90629	-1	From 42148 in downstream direction.
NZ_CP035548.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	151802	152199	1	MOBH	45271	48243	1	From 151802 in upstream direction.
NZ_CP035908.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	161928	162325	1	MOBH	42597	45569	1	From 161928 in upstream direction.
NZ_CP036192.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	26835	27232	1	MOBH	70688	73660	1	From 26835 in upstream direction.
NZ_CP038464.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	91510	91907	1	MOBH	137994	140966	1	From 91510 in upstream direction.
NZ_CP038466.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	52686	53083	1	MOBH	99170	102142	1	From 52686 in upstream direction.
NZ_CP039976.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	147546	147943	1	MOBH	43537	46515	1	From 147546 in upstream direction.
NZ_CP040024.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	154707	155104	1	MOBH	57478	60456	1	From 154707 in upstream direction.
NZ_CP040029.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	175132	175529	1	MOBH	77894	80872	1	From 175132 in upstream direction.
NZ_CP040034.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	175132	175529	1	MOBH	77894	80872	1	From 175132 in upstream direction.
NZ_CP040039.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	19769	20166	1	MOBH	78460	81438	1	From 19769 in upstream direction.
NZ_CP040068.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	208818	209215	1	MOBH	53137	56115	1	From 208818 in upstream direction.
NZ_CP040884.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	116251	116648	1	MOBH	14836	17808	1	From 116251 in upstream direction.
NZ_CP041052.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	76496	76893	1	NA	NA	NA	NA	From  76496  in upstream direction.
NZ_CP041083.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	178005	178402	1	MOBH	45235	48207	1	From 178005 in upstream direction.
NZ_CP041103.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	81606	82003	1	MOBH	40460	43432	1	From 81606 in upstream direction.
NZ_CP041172.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	20487	20090	-1	MOBH	88796	91768	1	From 20090 in upstream direction.
NZ_CP041209.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	101673	102070	1	MOBH	148157	151129	1	From 101673 in upstream direction.
NZ_CP041641.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	43454	43851	1	MOBH	98379	101357	1	From 43454 in upstream direction.
NZ_CP042646.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	143538	143141	-1	MOBH	78611	79591	-1	From 143538 in downstream direction.
NZ_CP043190.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	164436	164833	1	MOBH	62155	65127	-1	From 164833 in downstream direction.
NZ_CP043192.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	164436	164833	1	MOBH	62155	65127	-1	From 164833 in downstream direction.
NZ_CP043215.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	164436	164833	1	MOBH	62155	65127	-1	From 164833 in downstream direction.
NZ_CP044075.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	140176	140573	1	MOBH	34658	37630	1	From 140176 in upstream direction.
NZ_CP044142.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	89235	89632	1	MOBH	135718	138690	1	From 89235 in upstream direction.
NZ_CP044189.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	65647	65250	-1	MOBH	14532	17504	-1	From 65647 in downstream direction.
NZ_CP044199.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	47291	47688	1	MOBH	95891	98863	-1	From 47688 in downstream direction.
NZ_CP044962.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	126353	126750	1	MOBH	79149	82121	-1	From 126750 in downstream direction.
NZ_CP045016.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	81027	81424	1	NA	NA	NA	NA	From  81027  in upstream direction.
NZ_CP045459.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	88011	87614	-1	NA	NA	NA	NA	From  88011  in downstream direction.
NZ_CP045462.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	88530	88133	-1	NA	NA	NA	NA	From  88530  in downstream direction.
NZ_CP045510.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	89358	88961	-1	NA	NA	NA	NA	From  89358  in downstream direction.
NZ_CP045517.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	85186	84789	-1	NA	NA	NA	NA	From  85186  in downstream direction.
NZ_CP045520.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	88530	88133	-1	NA	NA	NA	NA	From  88530  in downstream direction.
NZ_CP046773.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	103055	103452	1	MOBH	18567	21545	1	From 103055 in upstream direction.
NZ_CP047308.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	145039	145436	1	MOBH	59343	62321	1	From 145039 in upstream direction.
NZ_CP047345.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	169993	170390	1	MOBH	84307	87285	1	From 169993 in upstream direction.
NZ_CP047350.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	169995	170392	1	MOBH	84309	87287	1	From 169995 in upstream direction.
NZ_CP047353.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	167299	167696	1	MOBH	81613	84591	1	From 167299 in upstream direction.
NZ_CP047421.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	102642	103039	1	MOBH	1	2973	1	From 102642 in upstream direction.
NZ_CP048305.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	158746	159143	1	MOBH	38743	41715	1	From 158746 in upstream direction.
NZ_CP048384.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	189442	189839	1	MOBH	43537	46515	1	From 189442 in upstream direction.
NZ_CP048797.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	150471	150868	1	MOBH	42644	45616	1	From 150471 in upstream direction.
NZ_CP050740.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	136561	136958	1	MOBH	89281	92253	-1	From 136958 in downstream direction.
NZ_LN831185.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	122189	122586	1	MOBH	2	2974	1	From 122189 in upstream direction.
NZ_LR697099.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	225824	226221	1	MOBH	13224	16196	1	From 225824 in upstream direction.
NZ_LR697125.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	156299	156696	1	MOBH	34024	36996	1	From 156299 in upstream direction.
NZ_LR697127.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	145604	146001	1	NA	NA	NA	NA	From  145604  in upstream direction.
NZ_LS992184.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	36314	35917	-1	MOBH	90886	93858	-1	From 36314 in downstream direction.
NZ_LT882699.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	44350	43953	-1	MOBH	170853	173831	-1	From 44350 in downstream direction.
NZ_LT904892.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	45267	45664	1	MOBH	153413	156391	1	From 45267 in upstream direction.
NZ_LT968702.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	146373	146770	1	MOBH	50196	53174	1	From 146373 in upstream direction.
NZ_LT985218.1	PTU-C	decay Conjugative	pVCR94deltaX	pVCR94deltaX	108316	107919	-1	MOBH	58161	61139	-1	From 108316 in downstream direction.
NZ_LT985220.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	53440	53837	1	MOBH	107176	110154	1	From 53440 in upstream direction.
NZ_LT985222.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	43728	44125	1	MOBH	97463	100441	1	From 43728 in upstream direction.
NZ_LT985224.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	42165	41768	-1	MOBH	136415	139393	-1	From 42165 in downstream direction.
NZ_LT985225.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	134262	133865	-1	MOBH	77549	80527	-1	From 134262 in downstream direction.
NZ_LT985228.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	23960	23563	-1	MOBH	131022	134000	-1	From 23960 in downstream direction.
NZ_LT985243.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	137266	136869	-1	MOBH	87112	90090	-1	From 137266 in downstream direction.
NZ_LT985244.1	PTU-C	oriT-Mobilizable	pVCR94deltaX	pVCR94deltaX	33519	33916	1	NA	NA	NA	NA	From  33519  in upstream direction.
NZ_LT985249.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	170809	170412	-1	MOBH	121654	124632	-1	From 170809 in downstream direction.
NZ_LT985253.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	12919	13316	1	MOBH	60097	63075	1	From 12919 in upstream direction.
NZ_LT985258.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	22296	22693	1	MOBH	69473	72451	1	From 22296 in upstream direction.
NZ_LT985260.1	PTU-C	Conjugative	pVCR94deltaX	pVCR94deltaX	136091	135694	-1	MOBH	85937	88915	-1	From 136091 in downstream direction.
NC_001371.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1527	1451	-1	MOBP1	2180	3733	1	From 1451 in upstream direction.
NC_002809.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	4426	4350	-1	MOBP1	2	1423	1	From 4350 in upstream direction.
NC_003079.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1079	1003	-1	MOBP1	1734	3287	1	From 1003 in upstream direction.
NC_003457.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	836	760	-1	MOBP1	1489	3042	1	From 760 in upstream direction.
NC_005019.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	921	846	-1	MOBP1	1574	3127	1	From 846 in upstream direction.
NC_005970.1	PTU-E1	MOB-Mobilizable	ColE1	psT10303b	1224	1157	-1	MOBP1	1875	3428	1	From 1157 in upstream direction.
NC_008488.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	704	631	-1	MOBP1	1358	2923	1	From 631 in upstream direction.
NC_009791.1	PTU-E1	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	157	222	1	MOBP1	2984	4537	-1	From 222 in downstream direction.
NC_010485.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2867	2943	1	MOBP1	661	2214	-1	From 2943 in downstream direction.
NC_010672.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	7167	7092	-1	MOBP1	395	1765	1	From 7092 in upstream direction.
NC_011214.1	PTU-E1	MOB-Mobilizable	ColE1	ColE1	669	610	-1	MOBP1	1319	2872	1	From 610 in upstream direction.
NC_011407.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	3820	3890	1	MOBP1	1616	3169	-1	From 3890 in downstream direction.
NC_011799.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1959	1887	-1	MOBP1	2619	4172	1	From 1887 in upstream direction.
NC_014235.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	3231	3159	-1	MOBP1	3892	5445	1	From 3159 in upstream direction.
NC_017321.1	PTU-E1	oriT-Mobilizable	ColE1	psT10302A	295	220	-1	NA	NA	NA	NA	From  220  in upstream direction.
NC_017636.1	PTU-E1	MOB-Mobilizable	ColE1	psT10303b	1917	1850	-1	MOBP1	2568	4121	1	From 1850 in upstream direction.
NC_017655.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	3097	3021	-1	MOBP1	3750	5303	1	From 3021 in upstream direction.
NC_017661.1	PTU-E1	MOB-Mobilizable	ColE1	psT10303b	1917	1850	-1	MOBP1	2568	4121	1	From 1850 in upstream direction.
NC_017662.1	PTU-E1	MOB-Mobilizable	ColE1	psT10303b	1917	1850	-1	MOBP1	2568	4121	1	From 1850 in upstream direction.
NC_017721.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	4842	4914	1	MOBP1	2628	4181	-1	From 4914 in downstream direction.
NC_018997.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	909	839	-1	MOBP1	1559	3112	1	From 839 in upstream direction.
NC_019078.1	PTU-E1	MOB-Mobilizable	ColE1	ColE1	2548	2607	1	MOBP1	344	1897	-1	From 2607 in downstream direction.
NC_019102.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1072	1002	-1	MOBP1	1723	3276	1	From 1002 in upstream direction.
NC_019136.1	PTU-E1	MOB-Mobilizable	ColE1	psT10303b	3615	3682	1	MOBP1	1408	2961	-1	From 3682 in downstream direction.
NC_019250.1	PTU-E1	oriT-Mobilizable	ColE1	psT10302A	296	221	-1	NA	NA	NA	NA	From  221  in upstream direction.
NC_019357.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2550	2626	1	MOBP1	343	1896	-1	From 2626 in downstream direction.
NC_019982.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	921	845	-1	MOBP1	1574	3127	1	From 845 in upstream direction.
NC_020251.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	5050	5126	1	MOBP1	2831	4396	-1	From 5126 in downstream direction.
NC_020413.1	PTU-E1	oriT-Mobilizable	ColE1	psT10302A	365	441	1	NA	NA	NA	NA	From  441  in downstream direction.
NC_025004.1	PTU-E1	MOB-Mobilizable	ColE1	ColE1	53	1	-1	MOBP1	713	2266	1	From 1 in upstream direction.
NC_025178.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2859	2783	-1	MOBP1	3512	5065	1	From 2783 in upstream direction.
NZ_AP019767.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	995	925	-1	MOBP1	1645	3198	1	From 925 in upstream direction.
NZ_CP010128.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1631	1707	1	MOBP1	3	977	-1	From 1707 in downstream direction.
NZ_CP010175.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	5882	5958	1	MOBP1	3676	5229	-1	From 5958 in downstream direction.
NZ_CP012628.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1267	1191	-1	MOBP1	1920	3473	1	From 1191 in upstream direction.
NZ_CP014198.2	PTU-E1	MOB-Mobilizable	ColE1	"psT10302A;psT10303b"	952	1017	1	MOBP1	5633	7057	-1	From 1017 in downstream direction.
NZ_CP016519.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	6361	6285	-1	MOBP1	367	1920	1	From 6285 in upstream direction.
NZ_CP017223.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	3133	3061	-1	MOBP1	3794	5359	1	From 3061 in upstream direction.
NZ_CP017845.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	5022	4950	-1	MOBP1	145	1698	1	From 4950 in upstream direction.
NZ_CP018943.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	5443	5519	1	MOBP1	3237	4790	-1	From 5519 in downstream direction.
NZ_CP019025.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	5321	5397	1	MOBP1	3115	4668	-1	From 5397 in downstream direction.
NZ_CP021101.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	4319	4391	1	MOBP1	2096	3661	-1	From 4391 in downstream direction.
NZ_CP023830.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	909	839	-1	MOBP1	1559	3112	1	From 839 in upstream direction.
NZ_CP023847.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	909	839	-1	MOBP1	1559	3112	1	From 839 in upstream direction.
NZ_CP025843.1	PTU-E1	MOB-Mobilizable	ColE1	ColE1	5040	5099	1	MOBP1	2824	4377	-1	From 5099 in downstream direction.
NZ_CP028323.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	9749	9819	1	MOBP1	7546	9099	-1	From 9819 in downstream direction.
NZ_CP028615.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028618.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028621.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028624.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028627.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028630.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028633.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1583	1653	1	MOBP1	1	933	-1	From 1653 in downstream direction.
NZ_CP028636.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028639.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028642.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028645.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028648.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	2394	2464	1	MOBP1	212	1744	-1	From 2464 in downstream direction.
NZ_CP028657.1	PTU-E1	MOB-Mobilizable	ColE1	psT10302A	1965	2035	1	MOBP1	2	1315	-1	From 2035 in downstream direction.
